loan_amnt,term,int_rate,annual_inc,dti,home_ownership,grade
16800.0, 36 months,10.64,40000.0,13.83,RENT,B
18000.0, 36 months,9.76,110000.0,0.68,MORTGAGE,B
35000.0, 60 months,14.85,333600.0,4.29,OWN,C
10000.0, 36 months,11.99,36000.0,26.47,RENT,C
12000.0, 60 months,17.57,78500.0,23.24,RENT,D
7000.0, 36 months,14.48,76000.0,24.29,MORTGAGE,C
25000.0, 36 months,16.55,85000.0,23.25,RENT,D
14000.0, 60 months,14.85,55000.0,29.11,MORTGAGE,C
35000.0, 60 months,11.99,98000.0,19.94,MORTGAGE,C
18000.0, 36 months,5.32,135000.0,8.48,RENT,A
5000.0, 36 months,10.64,40399.0,15.03,MORTGAGE,B
13200.0, 36 months,5.32,150000.0,15.45,MORTGAGE,A
5000.0, 36 months,11.99,60000.0,25.76,RENT,C
12000.0, 60 months,10.78,56000.0,25.98,OWN,B
30000.0, 36 months,7.49,160630.0,19.87,MORTGAGE,A
6000.0, 36 months,7.91,250000.0,16.17,MORTGAGE,A
10825.0, 36 months,12.59,36000.0,10.83,RENT,C
20000.0, 36 months,9.8,95000.0,21.31,RENT,B
8000.0, 36 months,11.99,80000.0,25.55,RENT,C
8500.0, 36 months,8.38,73000.0,12.43,MORTGAGE,B
15000.0, 36 months,11.22,42000.0,23.74,RENT,B
6000.0, 36 months,11.22,54000.0,21.56,MORTGAGE,B
30000.0, 36 months,19.48,90000.0,11.29,RENT,E
20000.0, 36 months,7.89,62000.0,14.45,RENT,A
20000.0, 36 months,5.32,77865.0,7.0,MORTGAGE,A
11500.0, 36 months,7.91,130200.0,21.56,MORTGAGE,A
30000.0, 60 months,20.5,90000.0,14.71,RENT,E
18000.0, 36 months,7.49,83000.0,7.93,MORTGAGE,A
5000.0, 36 months,10.64,30000.0,24.0,RENT,B
10000.0, 36 months,8.38,25000.0,18.1,RENT,B
13600.0, 60 months,19.48,247000.0,11.44,MORTGAGE,E
21600.0, 60 months,14.85,78000.0,28.18,MORTGAGE,C
35000.0, 36 months,9.17,144000.0,12.77,OWN,B
16200.0, 60 months,10.78,60000.0,25.5,MORTGAGE,B
15000.0, 36 months,12.88,66248.0,31.67,MORTGAGE,C
7200.0, 36 months,14.48,44000.0,19.61,RENT,C
16000.0, 60 months,10.64,62000.0,15.95,MORTGAGE,B
15000.0, 60 months,16.59,90000.0,3.19,MORTGAGE,D
23650.0, 36 months,11.99,72000.0,2.55,MORTGAGE,C
7500.0, 36 months,9.8,45000.0,22.74,MORTGAGE,B
21000.0, 60 months,14.85,75000.0,22.44,RENT,C
6000.0, 36 months,11.99,51000.0,25.04,RENT,C
1700.0, 36 months,9.17,35000.0,18.18,RENT,B
2000.0, 36 months,10.78,90000.0,15.81,RENT,B
21000.0, 60 months,11.48,127000.0,28.36,MORTGAGE,B
12000.0, 36 months,6.99,114000.0,18.99,MORTGAGE,A
1000.0, 36 months,13.99,35000.0,26.82,RENT,C
28000.0, 36 months,5.32,205200.0,21.6,MORTGAGE,A
10000.0, 36 months,7.49,55500.0,15.05,MORTGAGE,A
6000.0, 36 months,7.49,125000.0,9.02,MORTGAGE,A
25000.0, 36 months,6.89,75000.0,30.24,RENT,A
16000.0, 60 months,12.88,64000.0,5.76,MORTGAGE,C
5725.0, 36 months,6.99,25000.0,12.67,RENT,A
20000.0, 36 months,7.91,62000.0,28.97,MORTGAGE,A
15000.0, 36 months,11.99,69000.0,25.86,MORTGAGE,C
35000.0, 36 months,18.49,109000.0,29.88,MORTGAGE,D
21000.0, 36 months,9.76,80000.0,11.24,MORTGAGE,B
5625.0, 36 months,17.57,100000.0,25.56,MORTGAGE,D
35000.0, 60 months,17.86,109500.0,26.93,RENT,D
23650.0, 60 months,20.5,52560.0,36.64,RENT,E
21125.0, 36 months,16.99,60000.0,27.44,RENT,D
28000.0, 36 months,12.88,140000.0,10.94,MORTGAGE,C
9550.0, 36 months,17.97,64627.0,36.04,MORTGAGE,D
11400.0, 36 months,11.48,50000.0,23.64,RENT,B
29000.0, 60 months,18.99,90000.0,1.83,MORTGAGE,E
12000.0, 36 months,16.99,73000.0,21.9,MORTGAGE,D
7500.0, 36 months,6.99,68000.0,12.27,MORTGAGE,A
5875.0, 36 months,13.99,14000.0,18.87,RENT,C
10000.0, 36 months,7.49,35000.0,15.33,RENT,A
10000.0, 36 months,9.8,75000.0,10.94,RENT,B
15000.0, 36 months,9.17,110000.0,5.41,MORTGAGE,B
10000.0, 36 months,11.99,110000.0,20.59,MORTGAGE,C
5000.0, 36 months,5.32,250000.0,23.23,MORTGAGE,A
10800.0, 36 months,9.8,50000.0,29.86,RENT,B
10000.0, 36 months,11.48,25000.0,17.33,RENT,B
15600.0, 36 months,13.99,220000.0,7.73,MORTGAGE,C
20000.0, 36 months,7.89,78000.0,8.89,RENT,A
8000.0, 36 months,9.76,34000.0,30.49,RENT,B
4000.0, 36 months,11.48,32500.0,33.46,RENT,B
1200.0, 36 months,6.24,38000.0,29.69,MORTGAGE,A
7450.0, 36 months,8.49,26000.0,28.53,MORTGAGE,B
8000.0, 36 months,11.48,152000.0,7.17,MORTGAGE,B
14425.0, 36 months,17.97,59304.0,12.93,OWN,D
10000.0, 36 months,11.99,50000.0,15.05,MORTGAGE,C
7025.0, 36 months,15.77,22500.0,17.71,MORTGAGE,D
18000.0, 36 months,6.49,79317.0,20.4,RENT,A
8000.0, 36 months,9.17,65000.0,22.05,RENT,B
24575.0, 60 months,22.45,92000.0,24.16,MORTGAGE,F
28000.0, 36 months,6.99,93000.0,34.22,MORTGAGE,A
18000.0, 36 months,11.99,67500.0,32.92,RENT,C
7000.0, 36 months,7.26,74976.0,15.84,RENT,A
20000.0, 60 months,18.49,54000.0,30.27,MORTGAGE,D
15225.0, 36 months,8.49,40000.0,21.21,OWN,B
24375.0, 60 months,12.59,53000.0,28.57,RENT,C
15000.0, 36 months,9.8,75000.0,20.21,RENT,B
9350.0, 36 months,18.49,32500.0,39.24,RENT,D
6000.0, 36 months,7.89,180000.0,2.11,OWN,A
16000.0, 60 months,11.99,75000.0,22.86,MORTGAGE,C
20000.0, 36 months,12.88,50000.0,27.48,RENT,C
20000.0, 36 months,11.22,120000.0,19.45,RENT,B
9600.0, 36 months,15.41,38500.0,16.96,OWN,D
5400.0, 36 months,11.48,58000.0,27.95,RENT,B
21000.0, 36 months,10.78,74196.0,18.62,RENT,B
15000.0, 36 months,13.99,55000.0,17.7,OWN,C
5550.0, 36 months,16.55,54600.0,7.47,RENT,D
9025.0, 36 months,14.85,45000.0,17.68,RENT,C
15075.0, 36 months,10.64,105000.0,13.86,RENT,B
8000.0, 36 months,10.78,54000.0,28.1,RENT,B
16000.0, 36 months,6.89,92000.0,21.39,OWN,A
4000.0, 36 months,13.67,59800.0,34.62,RENT,C
24000.0, 60 months,22.45,110000.0,29.21,MORTGAGE,F
25000.0, 36 months,9.8,115000.0,18.04,RENT,B
13000.0, 36 months,8.38,38000.0,14.28,OWN,B
22000.0, 36 months,8.49,94000.0,7.66,RENT,B
4875.0, 36 months,21.48,14364.0,30.24,RENT,E
14750.0, 60 months,19.89,41000.0,17.42,OWN,E
19000.0, 36 months,13.99,135000.0,9.72,MORTGAGE,C
8200.0, 36 months,14.48,37000.0,17.35,RENT,C
4250.0, 36 months,14.85,29000.0,16.72,MORTGAGE,C
4000.0, 36 months,13.67,47000.0,30.44,MORTGAGE,C
21000.0, 36 months,5.32,149000.0,10.07,RENT,A
33300.0, 36 months,13.99,125000.0,21.69,RENT,C
22100.0, 60 months,23.13,65000.0,3.42,OWN,F
5000.0, 36 months,7.91,40000.0,28.26,OWN,A
21000.0, 36 months,11.99,150000.0,16.86,MORTGAGE,C
7000.0, 36 months,7.91,105000.0,13.62,MORTGAGE,A
7900.0, 36 months,11.99,30000.0,10.73,MORTGAGE,C
12000.0, 36 months,5.32,100000.0,10.4,MORTGAGE,A
30000.0, 36 months,7.91,100000.0,17.66,MORTGAGE,A
15000.0, 36 months,7.89,137790.0,27.66,MORTGAGE,A
35000.0, 60 months,23.13,65000.0,22.3,MORTGAGE,F
20000.0, 36 months,12.88,145000.0,12.28,MORTGAGE,C
5000.0, 36 months,11.99,70000.0,27.74,OWN,C
15000.0, 36 months,17.27,55000.0,25.81,RENT,D
6000.0, 36 months,12.88,31000.0,9.68,MORTGAGE,C
20000.0, 36 months,13.67,95000.0,25.69,RENT,C
24000.0, 60 months,17.27,67000.0,29.07,MORTGAGE,D
12650.0, 36 months,11.99,45000.0,22.91,RENT,C
25000.0, 60 months,17.86,88000.0,15.25,MORTGAGE,D
25000.0, 36 months,11.22,66509.0,17.97,MORTGAGE,B
12000.0, 36 months,9.8,55000.0,12.61,RENT,B
4800.0, 36 months,6.49,65000.0,28.6,MORTGAGE,A
18000.0, 36 months,6.24,82234.0,31.29,MORTGAGE,A
25200.0, 60 months,13.18,85000.0,25.84,MORTGAGE,C
20000.0, 36 months,11.99,118000.0,25.76,MORTGAGE,C
9000.0, 36 months,8.38,72000.0,9.56,RENT,B
6000.0, 36 months,16.99,40000.0,26.97,RENT,D
15725.0, 36 months,15.77,75000.0,21.3,MORTGAGE,D
9450.0, 36 months,21.48,60000.0,36.76,RENT,E
24500.0, 36 months,7.49,79000.0,7.98,RENT,A
16575.0, 36 months,12.59,45628.0,18.15,MORTGAGE,C
28000.0, 60 months,13.99,110400.0,6.3,MORTGAGE,C
12000.0, 36 months,11.48,80000.0,1.8,OWN,B
26425.0, 36 months,9.17,110000.0,27.55,MORTGAGE,B
10000.0, 36 months,10.78,45000.0,20.37,RENT,B
8000.0, 36 months,7.49,57000.0,25.01,MORTGAGE,A
8000.0, 36 months,12.88,56000.0,29.23,RENT,C
7550.0, 36 months,10.64,25480.0,26.19,RENT,B
35000.0, 36 months,9.17,127000.0,15.95,MORTGAGE,B
13000.0, 36 months,11.48,47000.0,19.2,RENT,B
5000.0, 36 months,11.48,55000.0,11.61,MORTGAGE,B
24800.0, 60 months,21.48,70000.0,14.17,RENT,E
12000.0, 36 months,10.78,35000.0,4.6,RENT,B
5000.0, 36 months,14.85,90000.0,23.01,MORTGAGE,C
11000.0, 36 months,9.76,40000.0,9.93,MORTGAGE,B
17000.0, 36 months,6.24,72000.0,23.88,MORTGAGE,A
15000.0, 36 months,11.99,120000.0,17.3,MORTGAGE,C
8400.0, 36 months,17.86,42000.0,31.04,OWN,D
18000.0, 36 months,11.99,60000.0,26.14,MORTGAGE,C
6000.0, 36 months,11.99,51000.0,8.35,MORTGAGE,C
15000.0, 36 months,7.91,78000.0,3.4,OWN,A
3600.0, 36 months,16.55,158000.0,1.59,MORTGAGE,D
18000.0, 60 months,11.99,112000.0,8.68,MORTGAGE,C
9600.0, 36 months,11.22,46400.0,11.69,RENT,B
12000.0, 36 months,6.99,100000.0,9.19,RENT,A
18000.0, 36 months,13.99,63000.0,17.49,OWN,C
6000.0, 36 months,10.78,47630.0,7.05,RENT,B
10800.0, 36 months,11.99,56000.0,24.3,RENT,C
8000.0, 36 months,9.17,40000.0,18.9,MORTGAGE,B
3500.0, 36 months,13.99,105000.0,17.65,RENT,C
12000.0, 36 months,8.49,100000.0,14.53,MORTGAGE,B
23000.0, 36 months,11.99,50000.0,19.35,MORTGAGE,C
8000.0, 36 months,11.48,38000.0,23.52,RENT,B
15000.0, 60 months,17.27,60000.0,35.43,MORTGAGE,D
8000.0, 36 months,11.48,42000.0,34.8,MORTGAGE,B
21600.0, 36 months,13.44,54000.0,17.64,MORTGAGE,C
32975.0, 60 months,17.86,70000.0,32.28,MORTGAGE,D
21000.0, 60 months,13.44,54649.0,12.14,RENT,C
9000.0, 36 months,5.32,45000.0,15.18,MORTGAGE,A
20000.0, 36 months,11.48,60000.0,29.54,MORTGAGE,B
13300.0, 36 months,11.99,37000.0,15.8,OWN,C
25000.0, 36 months,5.32,90000.0,14.88,MORTGAGE,A
10975.0, 36 months,16.99,40000.0,30.69,RENT,D
18000.0, 60 months,13.18,64000.0,16.13,RENT,C
5000.0, 36 months,9.17,52000.0,24.79,MORTGAGE,B
6000.0, 36 months,7.91,75000.0,21.34,MORTGAGE,A
24000.0, 60 months,14.85,100000.0,21.73,MORTGAGE,C
20000.0, 36 months,6.99,80000.0,11.76,RENT,A
20000.0, 36 months,9.17,48000.0,20.78,MORTGAGE,B
1125.0, 36 months,17.86,3800.0,34.81,MORTGAGE,D
3400.0, 36 months,16.99,52000.0,6.67,OWN,D
22000.0, 60 months,13.99,63000.0,21.61,MORTGAGE,C
14000.0, 60 months,13.67,100000.0,22.45,OWN,C
6025.0, 36 months,16.99,50000.0,13.83,MORTGAGE,D
7000.0, 36 months,6.89,58000.0,28.88,MORTGAGE,A
18000.0, 36 months,11.22,95000.0,17.6,MORTGAGE,B
26400.0, 36 months,11.99,70000.0,24.55,MORTGAGE,C
4050.0, 36 months,18.99,53000.0,17.55,RENT,E
17125.0, 36 months,15.77,51000.0,20.54,RENT,D
16000.0, 36 months,7.91,300000.0,13.98,MORTGAGE,A
9600.0, 36 months,17.27,53000.0,30.27,OWN,D
10000.0, 36 months,9.76,41000.0,26.11,RENT,B
14000.0, 36 months,5.32,125000.0,9.66,RENT,A
19800.0, 60 months,16.59,115000.0,8.22,OWN,D
5600.0, 36 months,12.59,75000.0,34.93,MORTGAGE,C
3975.0, 36 months,17.27,43000.0,34.3,MORTGAGE,D
15000.0, 36 months,9.8,125000.0,17.62,MORTGAGE,B
8000.0, 36 months,11.99,57000.0,16.76,MORTGAGE,C
8000.0, 36 months,12.88,58000.0,25.59,MORTGAGE,C
35000.0, 60 months,10.78,135000.0,11.43,OWN,B
8500.0, 36 months,7.89,58000.0,20.34,RENT,A
35000.0, 36 months,10.64,130000.0,29.85,MORTGAGE,B
3375.0, 36 months,10.64,35000.0,14.64,MORTGAGE,B
18500.0, 36 months,14.48,84000.0,30.96,MORTGAGE,C
25000.0, 36 months,6.49,120000.0,21.3,OWN,A
8000.0, 36 months,7.91,45960.0,8.85,RENT,A
5000.0, 36 months,11.99,19000.0,25.77,RENT,C
5000.0, 36 months,6.24,104000.0,6.99,MORTGAGE,A
10000.0, 36 months,5.32,95000.0,7.33,MORTGAGE,A
30000.0, 36 months,9.17,120000.0,16.47,MORTGAGE,B
23200.0, 60 months,13.67,58000.0,12.04,RENT,C
17675.0, 60 months,21.48,40000.0,39.12,RENT,E
12000.0, 36 months,14.48,62000.0,11.17,RENT,C
15000.0, 36 months,14.85,115000.0,17.7,MORTGAGE,C
12000.0, 36 months,9.17,72000.0,17.81,MORTGAGE,B
17850.0, 60 months,21.48,42500.0,30.25,MORTGAGE,E
30000.0, 36 months,9.76,120000.0,19.35,MORTGAGE,B
12000.0, 36 months,9.8,101000.0,14.9,RENT,B
19200.0, 36 months,5.32,50000.0,19.24,MORTGAGE,A
21000.0, 36 months,14.85,104000.0,4.64,MORTGAGE,C
20000.0, 36 months,5.32,135000.0,15.9,MORTGAGE,A
2000.0, 36 months,11.99,94000.0,9.51,MORTGAGE,C
20000.0, 36 months,13.99,65000.0,13.81,MORTGAGE,C
20000.0, 60 months,9.17,83370.0,12.88,MORTGAGE,B
18000.0, 36 months,11.22,96000.0,18.56,RENT,B
17325.0, 36 months,16.99,262000.0,0.46,RENT,D
24000.0, 60 months,19.89,76000.0,16.94,MORTGAGE,E
25000.0, 60 months,7.91,205000.0,12.89,MORTGAGE,A
13200.0, 36 months,6.49,110000.0,8.49,MORTGAGE,A
20000.0, 36 months,9.8,295000.0,14.88,RENT,B
20500.0, 36 months,8.49,77700.0,18.56,RENT,B
30000.0, 36 months,11.48,200000.0,6.45,RENT,B
8000.0, 36 months,9.17,51000.0,16.5,MORTGAGE,B
15000.0, 36 months,17.27,55000.0,33.86,RENT,D
12000.0, 36 months,11.99,65000.0,15.21,RENT,C
26875.0, 60 months,18.99,80000.0,13.13,MORTGAGE,E
5000.0, 36 months,9.76,50000.0,16.75,MORTGAGE,B
5800.0, 36 months,13.67,41000.0,2.69,MORTGAGE,C
8750.0, 36 months,13.44,25000.0,29.81,MORTGAGE,C
13650.0, 36 months,14.85,60000.0,28.04,RENT,C
2000.0, 36 months,11.99,35000.0,4.01,RENT,C
8000.0, 36 months,9.8,34250.0,20.32,MORTGAGE,B
28000.0, 36 months,17.27,125000.0,12.62,MORTGAGE,D
10500.0, 36 months,8.49,70000.0,26.68,RENT,B
7500.0, 36 months,8.49,52000.0,19.2,RENT,B
10650.0, 36 months,11.22,65000.0,27.79,MORTGAGE,B
6000.0, 36 months,10.78,100000.0,30.21,MORTGAGE,B
20400.0, 60 months,16.59,60000.0,23.76,MORTGAGE,D
3000.0, 36 months,11.48,10000.0,21.01,RENT,B
28000.0, 36 months,6.24,150000.0,20.28,MORTGAGE,A
13100.0, 36 months,13.18,66461.0,31.92,MORTGAGE,C
34000.0, 36 months,13.18,85500.0,34.53,RENT,C
21000.0, 60 months,11.48,113000.0,14.44,MORTGAGE,B
10000.0, 36 months,17.27,46800.0,11.69,RENT,D
33075.0, 36 months,17.27,105100.0,10.58,OWN,D
15000.0, 36 months,6.99,80000.0,6.96,MORTGAGE,A
16400.0, 36 months,21.48,56157.0,27.53,OWN,E
15000.0, 60 months,7.91,117000.0,10.93,MORTGAGE,A
18000.0, 36 months,12.59,36000.0,35.87,MORTGAGE,C
35000.0, 60 months,13.44,105000.0,8.87,MORTGAGE,C
8325.0, 36 months,12.88,27000.0,27.69,RENT,C
17500.0, 36 months,10.78,89000.0,24.61,MORTGAGE,B
19000.0, 36 months,6.89,61000.0,30.45,RENT,A
7000.0, 36 months,16.99,75150.0,1.01,RENT,D
14400.0, 36 months,6.49,71500.0,13.54,MORTGAGE,A
9000.0, 36 months,13.18,30000.0,21.52,RENT,C
16000.0, 36 months,11.22,64000.0,23.78,MORTGAGE,B
12000.0, 36 months,10.78,64500.0,25.73,RENT,B
18500.0, 60 months,12.88,70000.0,13.2,MORTGAGE,C
3250.0, 36 months,16.99,55000.0,17.7,RENT,D
19300.0, 36 months,13.99,42000.0,23.2,RENT,C
10000.0, 36 months,12.88,25200.0,23.47,RENT,C
32725.0, 60 months,28.99,75000.0,19.85,MORTGAGE,G
35000.0, 60 months,9.8,145000.0,16.12,MORTGAGE,B
7000.0, 36 months,12.88,65805.0,7.61,RENT,C
6000.0, 36 months,7.91,46000.0,4.38,MORTGAGE,A
20000.0, 36 months,8.49,98000.0,16.7,MORTGAGE,B
11150.0, 36 months,16.99,63000.0,18.46,MORTGAGE,D
5000.0, 36 months,11.99,50000.0,19.8,RENT,C
20000.0, 36 months,10.78,231000.0,20.09,MORTGAGE,B
23000.0, 36 months,10.78,50000.0,29.5,MORTGAGE,B
9475.0, 36 months,19.48,50000.0,19.49,OWN,E
21300.0, 60 months,18.49,70095.0,8.08,MORTGAGE,D
28000.0, 36 months,5.32,144000.0,29.88,MORTGAGE,A
10000.0, 36 months,7.26,45000.0,8.96,RENT,A
6075.0, 36 months,15.77,80000.0,26.88,MORTGAGE,D
6000.0, 36 months,11.48,28000.0,19.72,RENT,B
24000.0, 36 months,5.32,103000.0,7.72,MORTGAGE,A
16000.0, 36 months,11.99,38000.0,18.95,RENT,C
10000.0, 36 months,6.99,60000.0,29.15,MORTGAGE,A
20000.0, 36 months,11.22,190000.0,19.16,RENT,B
18025.0, 60 months,21.48,41000.0,38.29,RENT,E
3000.0, 36 months,9.17,55000.0,5.28,MORTGAGE,B
8275.0, 36 months,10.78,55000.0,38.05,MORTGAGE,B
2000.0, 36 months,11.99,85000.0,7.72,RENT,C
24000.0, 36 months,5.32,104000.0,18.81,RENT,A
30000.0, 60 months,11.99,226000.0,7.32,OWN,C
30000.0, 60 months,9.17,132000.0,5.27,MORTGAGE,B
1000.0, 36 months,7.49,35360.0,24.95,MORTGAGE,A
6000.0, 36 months,17.27,27500.0,28.2,MORTGAGE,D
8800.0, 36 months,9.8,32000.0,12.0,MORTGAGE,B
5000.0, 36 months,15.41,30000.0,28.96,RENT,D
5875.0, 36 months,7.91,70000.0,9.53,RENT,A
20000.0, 60 months,13.67,84000.0,22.09,MORTGAGE,C
35000.0, 36 months,13.67,84800.0,17.0,MORTGAGE,C
21900.0, 36 months,14.85,100000.0,20.22,MORTGAGE,C
6500.0, 36 months,5.32,37500.0,29.95,RENT,A
3000.0, 36 months,11.22,90000.0,6.53,MORTGAGE,B
4225.0, 36 months,18.49,100000.0,17.18,RENT,D
20000.0, 36 months,8.49,58000.0,31.78,RENT,B
21500.0, 36 months,5.32,137000.0,6.73,RENT,A
6650.0, 36 months,17.27,18480.0,22.21,RENT,D
24000.0, 60 months,7.49,147000.0,23.81,OWN,A
5600.0, 36 months,9.17,56000.0,19.95,MORTGAGE,B
10000.0, 36 months,14.85,51000.0,29.81,MORTGAGE,C
10000.0, 36 months,10.64,40000.0,30.56,MORTGAGE,B
10000.0, 36 months,8.49,50000.0,34.71,RENT,B
11000.0, 36 months,16.59,55000.0,22.37,RENT,D
9100.0, 36 months,5.32,57000.0,24.57,MORTGAGE,A
35000.0, 60 months,13.67,114000.0,17.28,MORTGAGE,C
10000.0, 60 months,12.88,50000.0,13.01,MORTGAGE,C
5000.0, 36 months,10.64,47000.0,23.75,RENT,B
27600.0, 36 months,13.67,100000.0,11.54,RENT,C
5000.0, 36 months,5.32,55000.0,9.3,MORTGAGE,A
10000.0, 36 months,11.99,55952.0,18.98,OWN,C
10000.0, 36 months,15.77,128000.0,36.23,RENT,D
32000.0, 60 months,9.17,125000.0,11.7,MORTGAGE,B
25000.0, 36 months,13.99,89500.0,27.13,RENT,C
7000.0, 36 months,7.26,50000.0,3.36,MORTGAGE,A
9500.0, 36 months,13.44,89000.0,7.46,MORTGAGE,C
16000.0, 60 months,17.97,65000.0,29.71,MORTGAGE,D
25000.0, 60 months,9.17,140000.0,17.91,MORTGAGE,B
20000.0, 36 months,17.27,80000.0,27.44,MORTGAGE,D
8000.0, 36 months,9.76,20000.0,21.41,RENT,B
5000.0, 36 months,9.17,150000.0,5.32,RENT,B
6000.0, 36 months,6.99,42000.0,10.14,MORTGAGE,A
7200.0, 36 months,12.88,70000.0,18.28,MORTGAGE,C
20000.0, 36 months,9.17,101000.0,36.23,OWN,B
7000.0, 36 months,7.49,38000.0,15.7,RENT,A
6175.0, 36 months,16.59,35000.0,21.57,RENT,D
12000.0, 36 months,12.59,63000.0,26.29,RENT,C
16000.0, 36 months,17.27,32000.0,35.3,MORTGAGE,D
12000.0, 36 months,11.22,70000.0,14.06,MORTGAGE,B
14000.0, 36 months,14.85,44500.0,20.05,RENT,C
24000.0, 36 months,5.32,280000.0,9.27,MORTGAGE,A
15000.0, 36 months,9.8,53500.0,27.01,MORTGAGE,B
3600.0, 36 months,11.99,55000.0,27.93,RENT,C
10000.0, 36 months,12.88,60000.0,23.9,RENT,C
8000.0, 36 months,11.48,50000.0,34.14,RENT,B
32200.0, 60 months,24.24,70000.0,28.44,MORTGAGE,F
6000.0, 36 months,14.48,85000.0,18.34,RENT,C
35000.0, 36 months,13.67,205639.0,15.51,RENT,C
25000.0, 36 months,6.49,52000.0,27.03,MORTGAGE,A
16000.0, 36 months,11.99,73000.0,16.52,RENT,C
8000.0, 36 months,9.17,41198.0,29.8,MORTGAGE,B
11200.0, 36 months,11.99,37000.0,7.78,RENT,C
28000.0, 36 months,15.77,116000.0,24.72,OWN,D
18000.0, 36 months,11.99,41000.0,38.35,RENT,C
10500.0, 36 months,14.85,40917.0,25.34,OWN,C
22425.0, 36 months,13.99,51000.0,22.61,RENT,C
21000.0, 60 months,21.48,62000.0,17.65,MORTGAGE,E
1000.0, 36 months,9.8,22880.0,4.04,MORTGAGE,B
12000.0, 36 months,5.32,120000.0,15.99,MORTGAGE,A
24000.0, 60 months,9.8,105000.0,8.32,MORTGAGE,B
10000.0, 60 months,15.41,30000.0,30.8,MORTGAGE,D
22000.0, 60 months,18.2,55000.0,19.11,MORTGAGE,E
7200.0, 36 months,12.88,75000.0,18.08,MORTGAGE,C
28000.0, 36 months,7.26,200000.0,17.02,MORTGAGE,A
10000.0, 36 months,6.24,51000.0,19.4,RENT,A
15000.0, 36 months,11.48,61000.0,7.4,RENT,B
3000.0, 36 months,13.99,115000.0,17.48,MORTGAGE,C
28000.0, 36 months,6.49,92000.0,21.6,MORTGAGE,A
24000.0, 60 months,9.8,60000.0,27.56,MORTGAGE,B
10000.0, 36 months,7.49,115000.0,21.04,MORTGAGE,A
5000.0, 36 months,8.49,45000.0,14.8,MORTGAGE,B
35000.0, 60 months,12.88,85000.0,16.66,RENT,C
8800.0, 36 months,13.99,32000.0,20.69,RENT,C
9800.0, 36 months,8.49,45000.0,5.97,RENT,B
35000.0, 60 months,13.67,150000.0,5.23,MORTGAGE,C
10000.0, 36 months,7.91,44298.0,25.22,OWN,A
34625.0, 60 months,22.99,182000.0,25.54,MORTGAGE,F
12000.0, 36 months,10.78,85000.0,28.36,MORTGAGE,B
2400.0, 36 months,13.44,26000.0,16.39,RENT,C
32850.0, 36 months,13.18,125000.0,13.86,MORTGAGE,C
5000.0, 36 months,11.99,60000.0,19.27,RENT,C
23000.0, 60 months,11.99,93423.0,17.77,MORTGAGE,C
25000.0, 36 months,7.26,350000.0,4.16,RENT,A
25000.0, 36 months,10.64,93500.0,7.38,MORTGAGE,B
6000.0, 36 months,8.38,22000.0,32.95,RENT,B
5600.0, 36 months,11.99,30000.0,29.42,RENT,C
9500.0, 36 months,17.27,36000.0,15.03,MORTGAGE,D
10000.0, 36 months,13.99,90000.0,5.89,RENT,C
30000.0, 36 months,7.49,130000.0,9.73,OWN,A
11200.0, 36 months,14.85,50000.0,36.22,MORTGAGE,C
5000.0, 36 months,8.49,45000.0,17.97,MORTGAGE,B
3000.0, 36 months,15.41,36000.0,3.7,MORTGAGE,D
5000.0, 36 months,8.49,56000.0,22.72,RENT,B
6650.0, 36 months,11.22,18500.0,7.38,OWN,B
7000.0, 36 months,15.41,65000.0,12.19,RENT,D
16000.0, 36 months,18.49,40000.0,34.41,OWN,D
10000.0, 36 months,8.38,46000.0,32.32,MORTGAGE,B
10400.0, 36 months,13.44,150000.0,18.51,MORTGAGE,C
4000.0, 36 months,9.17,38000.0,4.58,OWN,B
12000.0, 60 months,12.88,48000.0,6.7,RENT,C
14000.0, 60 months,19.89,80000.0,14.39,MORTGAGE,E
3425.0, 36 months,15.77,40000.0,21.57,RENT,D
2400.0, 36 months,9.76,8328.0,34.58,OWN,B
25000.0, 36 months,7.49,61900.0,29.93,MORTGAGE,A
20000.0, 60 months,17.27,64000.0,24.26,OWN,D
15000.0, 36 months,13.44,60000.0,28.88,MORTGAGE,C
5000.0, 36 months,11.48,78000.0,21.21,MORTGAGE,B
6375.0, 36 months,17.86,85000.0,14.67,MORTGAGE,D
29000.0, 60 months,8.49,101000.0,7.69,MORTGAGE,B
3000.0, 36 months,14.48,20000.0,23.65,RENT,C
3600.0, 36 months,9.8,80000.0,31.73,RENT,B
6150.0, 36 months,17.27,14000.0,39.71,RENT,D
9000.0, 36 months,13.67,25000.0,24.87,RENT,C
12000.0, 60 months,11.99,98000.0,10.36,RENT,C
6500.0, 36 months,9.17,60000.0,24.34,RENT,B
5500.0, 36 months,11.99,42000.0,17.97,RENT,C
10000.0, 36 months,7.91,75000.0,26.19,MORTGAGE,A
28000.0, 60 months,13.18,80000.0,15.66,MORTGAGE,C
7850.0, 36 months,17.27,52625.0,7.18,RENT,D
20800.0, 60 months,12.88,60000.0,18.72,RENT,C
12150.0, 36 months,11.99,60000.0,9.96,MORTGAGE,C
19200.0, 36 months,11.48,125000.0,18.33,RENT,B
25000.0, 60 months,17.97,105000.0,22.57,MORTGAGE,D
4000.0, 36 months,6.49,87000.0,12.26,MORTGAGE,A
35000.0, 36 months,12.88,85000.0,23.63,MORTGAGE,C
